2471-2566,ACM TRANSACTIONS ON PRIVACY AND SECURITY B4
1049-331X,ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY A2
1559-1131,ACM TRANSACTIONS ON THE WEB A2
2576-6422,ACS APPLIED BIO MATERIALS B3
2574-0962,ACS APPLIED ENERGY MATERIALS B4
1944-8252,ACS APPLIED MATERIALS & INTERFACES (ONLINE) A1
4283-4293,ACS APPLIED NANO MATERIALS B4
2373-9878,ACS BIOMATERIALS SCIENCE & ENGINNERING A2
2155-5435,ACS CATALYSIS A1
2374-7951,ACS CENTRAL SCIENCE (ONLINE) A1
1554-8929,ACS CHEMICAL BIOLOGY A1
1554-8937,ACS CHEMICAL BIOLOGY A1
1948-7193,ACS CHEMICAL NEUROSCIENCE A1
2156-8952,ACS COMBINATORIAL SCIENCE A2
2472-3452,ACS EARTH AND SPACE CHEMISTRY B4
2373-8227,ACS INFECTIOUS DISEASES A1
2161-1653,ACS MACRO LETTERS A1
1948-5875,ACS MED CHEM LETT A2
1936-0851,ACS NANO A1
2470-1343,ACS OMEGA A3
2330-4022,ACS PHOTONICS A2
2379-3694,ACS SENSORS A1
2168-0485,ACS SUSTAINABLE CHEMISTRY & ENGINEERING A1
2161-5063,ACS SYNTHETIC BIOLOGY A1
0906-4710,"ACTA AGRICULTURAE SCANDINAVICA. SECTION B, SOIL AND PLANT SCIENCAE4"
0120-2812,ACTA AGRONOMICA B4
1809-4392,ACTA AMAZONICA B1
1677-7298,ACTA AMBIENTAL CATARINENSE B1
0001-5172,ACTA ANAESTHESIOLOGICA SCANDINAVICA A3
0353-5150,ACTA ANALYTICA A4
1234-950X,ACTA ANGIOLOGICA B4
2358-2375,ACTA APICOLA BRASILICA B3
0167-8019,ACTA APPLICANDAE MATHEMATICAE B1
0001-5202,ACTA ARACHNOLOGICA B4
0065-101X,ACTA ARCHAEOLOGICA (PAPIRFORM) B1
0094-5765,ACTA ASTRONAUTICA A1
0001-5237,ACTA ASTRONOMICA A1
1672-9145,ACTA BIOCHIMICA ET BIOPHYSICA SINICA A4
1726-569X,ACTA BIOETHICA (EN LÍNEA) B4
0120-548X,ACTA BIOLOGICA COLOMBIANA B1
1742-7061,ACTA BIOMATERIALIA A1
2236-0867,ACTA BIOMEDICA BRASILIENSIA B1
0325-2957,ACTA BIOQUÍMICA CLÍNICA LATINOAMERICANA B4
0001-5342,ACTA BIOTHEORETICA A2
1677-941X,ACTA BOTANICA BRASILICA B1
2526-4338,ACTA BRASILIENSIS B1
2526-432X,ACTA BRASILIENSIS B1
0001-5385,ACTA CARDIOLOGICA (IMPRIMÉ) B2
0583-6050,ACTA CARSOLOGICA B1
1802-6222,JOURNAL OF GEOSCIENCES (PRAGUE PRINT),A2
1090-0241,JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING,A1
1671-5411,JOURNAL OF GERIATRIC CARDIOLOGY,A4
1879-4068,JOURNAL OF GERIATRIC ONCOLOGY,A2
1539-8412,JOURNAL OF GERIATRIC PHYSICAL THERAPY,A3
0891-9887,JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY,A3
0098-9134,JOURNAL OF GERONTOLOGICAL NURSING,A3
1057-0829,JOURNAL OF GLAUCOMA,A3
2213-7165,JOURNAL OF GLOBAL ANTIMICROBIAL RESISTANCE,B1
2251-7316,JOURNAL OF GLOBAL ENTREPRENEURSHIP RESEARCH,B3
2228-7566,JOURNAL OF GLOBAL ENTREPRENEURSHIP RESEARCH (PRINT),B3
1744-9626,JOURNAL OF GLOBAL ETHICS,A2
2047-2978,JOURNAL OF GLOBAL HEALTH,A1
0974-777X,JOURNAL OF GLOBAL INFECTIOUS DISEASES (PRINT),B2
1062-7375,JOURNAL OF GLOBAL INFORMATION MANAGEMENT,A2
1533-7995,JOURNAL OF GLOBAL INFORMATION MANAGEMENT,A2
2049-8799,JOURNAL OF GLOBAL MOBILITY,B1
0925-5001,JOURNAL OF GLOBAL OPTIMIZATION,A3
0364-9024,JOURNAL OF GRAPH THEORY (PRINT),A2
0380-1330,JOURNAL OF GREAT LAKES RESEARCH,A2
1570-7873,JOURNAL OF GRID COMPUTING,A2
1433-5883,JOURNAL OF GROUP THEORY,B1
0731-5090,"JOURNAL OF GUIDANCE, CONTROL, AND DYNAMICS (PRINT)",A1
2005-0380,JOURNAL OF GYNECOLOGIC ONCOLOGY,A2
1042-4067,JOURNAL OF GYNECOLOGIC SURGERY,B3
1753-1934,JOURNAL OF HAND SURGERY. EUROPEAN VOLUME,A2
0894-1130,JOURNAL OF HAND THERAPY,A4
1389-4978,JOURNAL OF HAPPINESS STUDIES (PRINT),A1
0304-3894,JOURNAL OF HAZARDOUS MATERIALS (PRINT),A1
2317-3076,JOURNAL OF HEALTH & BIOLOGICAL SCIENCES,B3
0022-1465,JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,A1
0167-6296,JOURNAL OF HEALTH ECONOMICS,A1
2175-4411,JOURNAL OF HEALTH INFORMATICS,B3
0972-0634,JOURNAL OF HEALTH MANAGEMENT. (NEW DELHI. PRINT),A2
1359-1053,JOURNAL OF HEALTH PSYCHOLOGY,A1
2328-7136,JOURNAL OF HEALTH SCIENCE,B4
2040-2295,JOURNAL OF HEALTHCARE ENGINEERING,A4
0022-1481,JOURNAL OF HEAT TRANSFER,A3
0022-149X,JOURNAL OF HELMINTHOLOGY (PRINT),A3
1756-8722,JOURNAL OF HEMATOLOGY & ONCOLOGY,A1
0168-8278,JOURNAL OF HEPATOLOGY,A1
2210-8033,JOURNAL OF HERBAL MEDICINE,A3
0022-1503,JOURNAL OF HEREDITY,A3
0022-1511,JOURNAL OF HERPETOLOGY,A4
0022-152X,JOURNAL OF HETEROCYCLIC CHEMISTRY,B2
1381-1231,JOURNAL OF HEURISTICS,A2
2333-6056,JOURNAL OF MANAGEMENT POLICIES AND PRACTICES,B1
1941-899X,JOURNAL OF MANAGEMENT RESEARCH,B1
0022-2380,JOURNAL OF MANAGEMENT STUDIES (OXFORD. PRINT),A1
0268-3946,JOURNAL OF MANAGERIAL PSYCHOLOGY,A2
0161-4754,JOURNAL OF MANIPULATIVE AND PHYSIOLOGICAL THERAPEUTICS,A1
1526-6125,JOURNAL OF MANUFACTURING PROCESSES,A1
1087-1357,JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING,A2
0278-6125,JOURNAL OF MANUFACTURING SYSTEMS,A1
1741-038X,JOURNAL OF MANUFACTURING TECHNOLOGY MANAGEMENT,A2
1943-8095,JOURNAL OF MANUFACTURING TECHNOLOGY RESEARCH,A4
0022-2402,JOURNAL OF MARINE RESEARCH (PRINT),A4
1671-9433,JOURNAL OF MARINE SCIENCE AND APPLICATION,B1
1993-5048,JOURNAL OF MARINE SCIENCE AND APPLICATION,B1
0948-4280,JOURNAL OF MARINE SCIENCE AND TECHNOLOGY (PRINT),A3
0924-7963,JOURNAL OF MARINE SYSTEMS,A2
0194-472X,JOURNAL OF MARITAL AND FAMILY THERAPY,A2
0022-2429,JOURNAL OF MARKETING,A1
2326-5698,JOURNAL OF MARKETING BEHAVIOR,B4
1046-669X,JOURNAL OF MARKETING CHANNELS,A4
1352-7266,JOURNAL OF MARKETING COMMUNICATIONS (IMPRESSO),A2
1466-4445,JOURNAL OF MARKETING COMMUNICATIONS (ONLINE),A2
0884-1241,JOURNAL OF MARKETING FOR HIGHER EDUCATION,A2
2333-6099,JOURNAL OF MARKETING MANAGEMENT (ONLINE),B3
0022-2437,JOURNAL OF MARKETING RESEARCH,A2
1069-6679,JOURNAL OF MARKETING THEORY AND PRACTICE,A2
1076-5174,JOURNAL OF MASS SPECTROMETRY (PRINT),A4
1359-1835,JOURNAL OF MATERIAL CULTURE,A1
1438-4957,JOURNAL OF MATERIAL CYCLES AND WASTE MANAGEMENT (PRINT),A3
0959-9428,JOURNAL OF MATERIALS CHEMISTRY,A2
2050-7488,JOURNAL OF MATERIALS CHEMISTRY A,A1
2050-750X,JOURNAL OF MATERIALS CHEMISTRY B,A1
0738-7989,JOURNAL OF MATERIALS EDUCATION,B4
1059-9495,JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE (PRINT),A3
0899-1561,JOURNAL OF MATERIALS IN CIVIL ENGINEERING,A2
0924-0136,JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,A1
0884-2914,JOURNAL OF MATERIALS RESEARCH,A2
2238-7854,JOURNAL OF MATERIALS RESEARCH AND TECHNOLOGY,A1
0022-2461,JOURNAL OF MATERIALS SCIENCE,A2
1005-0302,JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY,A1
2327-6053,JOURNAL OF MATERIALS SCIENCE AND CHEMICAL ENGINEERING,B4
2161-6221,JOURNAL OF MATERIALS SCIENCE AND ENGINEERING (A&B),A3
1927-0585,JOURNAL OF MATERIALS SCIENCE RESEARCH,A3
0957-4522,JOURNAL OF MATERIALS SCIENCE. MATERIALS IN ELECTRONICS,A3
0957-4530,JOURNAL OF MATERIALS SCIENCE. MATERIALS IN MEDICINE,A2
1476-7058,JOURNAL OF MATERNAL-FETAL & NEONATAL MEDICINE,B1
1096-0813,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS (ONLINE),A2
0303-6812,JOURNAL OF MATHEMATICAL BIOLOGY (PRINT),A4
0259-9791,JOURNAL OF MATHEMATICAL CHEMISTRY,B4
1862-2984,JOURNAL OF MATHEMATICAL CRYPTOLOGY (ONLINE),B4
0304-4068,JOURNAL OF MATHEMATICAL ECONOMICS (PRINT),A1
1422-6928,JOURNAL OF MATHEMATICAL FLUID MECHANICS (PRINTED ED.) A1
0924-9907,JOURNAL OF MATHEMATICAL IMAGING AND VISION A1
1573-7683,JOURNAL OF MATHEMATICAL IMAGING AND VISION (DORDRECHT. ONLINAE)1
0022-2488,JOURNAL OF MATHEMATICAL PHYSICS A4
0022-2496,JOURNAL OF MATHEMATICAL PSYCHOLOGY (PRINT) A2
1340-5705,JOURNAL OF MATHEMATICAL SCIENCES (TOKYO. 1994) A3
1386-4416,JOURNAL OF MATHEMATICS TEACHER EDUCATION A1
1050-0472,JOURNAL OF MECHANICAL DESIGN (1990) A2
1738-494X,JOURNAL OF MECHANICAL SCIENCE AND TECHNOLOGY (SEOUL. PRINT) A3
2159-5275,JOURNAL OF MECHANICS ENGINEERING AND AUTOMATION B4
0219-5194,JOURNAL OF MECHANICS IN MEDICINE AND BIOLOGY B2
1942-4310,JOURNAL OF MECHANISMS AND ROBOTICS A2
2141-2545,JOURNAL OF MEDIA AND COMMUNICATION STUDIES A3
2056-9793,JOURNAL OF MEDIA CRITIQUES (ONLINE) B2
1609-0985,JOURNAL OF MEDICAL AND BIOLOGICAL ENGINEERING B1
1752-1947,JOURNAL OF MEDICAL CASE REPORTS A4
1369-6998,JOURNAL OF MEDICAL ECONOMICS A2
0309-1902,JOURNAL OF MEDICAL ENGINEERING & TECHNOLOGY B1
0022-2585,JOURNAL OF MEDICAL ENTOMOLOGY A2
0306-6800,JOURNAL OF MEDICAL ETHICS A2
0022-2593,JOURNAL OF MEDICAL GENETICS (PRINT) A1
2329-4302,JOURNAL OF MEDICAL IMAGING A3
2329-4310,JOURNAL OF MEDICAL IMAGING A3
1754-9477,JOURNAL OF MEDICAL IMAGING AND RADIATION ONCOLOGY A4
0022-2615,JOURNAL OF MEDICAL MICROBIOLOGY B2
1473-5644,JOURNAL OF MEDICAL MICROBIOLOGY B2
0047-2565,JOURNAL OF MEDICAL PRIMATOLOGY A4
1600-0684,JOURNAL OF MEDICAL PRIMATOLOGY A4
1682-4474,JOURNAL OF MEDICAL SCIENCES (FAISALABAD) B1
0148-5598,JOURNAL OF MEDICAL SYSTEMS A3
0146-6615,JOURNAL OF MEDICAL VIROLOGY (PRINT) B1
0022-2623,JOURNAL OF MEDICINAL CHEMISTRY A1
1096-620X,JOURNAL OF MEDICINAL FOOD A3
1557-7600,JOURNAL OF MEDICINAL FOOD A3
1996-0875,JOURNAL OF MEDICINAL PLANTS RESEARCH A4
1997-9797,JOURNAL OF MEDICINE B3
2448-1394,JOURNAL OF MEDICINE AND HEALTH PROMOTION B3
2325-4467,JOURNAL OF MELITTOLOGY B4
0376-7388,JOURNAL OF MEMBRANE SCIENCE (PRINT) A1
2476-5406,JOURNAL OF MEMBRANE SCIENCE AND RESEARCH A3
0749-596X,JOURNAL OF MEMORY AND LANGUAGE (PRINT) A1
1360-0567,JOURNAL OF MENTAL HEALTH (ONLINE) A4
0963-8237,JOURNAL OF MENTAL HEALTH (PRINT) A4
1091-4358,JOURNAL OF MENTAL HEALTH POLICY AND ECONOMICS (PRINT EDITION) B2
0263-4929,JOURNAL OF METAMORPHIC GEOLOGY A1
0167-7012,JOURNAL OF MICROBIOLOGICAL METHODS A4
1816-4935,JOURNAL OF MICROBIOLOGY (FAISALABAD) B4
1225-8873,JOURNAL OF MICROBIOLOGY (SEOUL. PRINT) A4
1738-8872,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY (ONLINE) B2
1017-7825,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY (PRINT) B2
0150-9861,JOURNAL OF NEURORADIOLOGY,A3
0165-0270,JOURNAL OF NEUROSCIENCE METHODS,A3
0360-4012,JOURNAL OF NEUROSCIENCE RESEARCH,A3
1097-4547,JOURNAL OF NEUROSCIENCE RESEARCH,A3
0976-3147,JOURNAL OF NEUROSCIENCES IN RURAL PRACTICE (PRINT),B3
0022-3085,JOURNAL OF NEUROSURGERY,A1
1933-0707,JOURNAL OF NEUROSURGERY. PEDIATRICS,A3
1547-5654,JOURNAL OF NEUROSURGERY. SPINE,A1
0390-5616,JOURNAL OF NEUROSURGICAL SCIENCES (TESTO STAMPATO),B1
0897-7151,JOURNAL OF NEUROTRAUMA,A1
1355-0284,JOURNAL OF NEUROVIROLOGY,A2
0929-8215,JOURNAL OF NEW MUSIC RESEARCH,A1
1661-6952,Journal of Noncommutative Geometry (print),A2
0022-3093,JOURNAL OF NON-CRYSTALLINE SOLIDS,A1
0195-9298,JOURNAL OF NONDESTRUCTIVE EVALUATION,A2
1402-9251,JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS (PRINT),B2
0218-8635,JOURNAL OF NONLINEAR OPTICAL PHYSICS AND MATERIALS,A3
0938-8974,JOURNAL OF NONLINEAR SCIENCE,A2
0377-0257,JOURNAL OF NON-NEWTONIAN FLUID MECHANICS (PRINT),A1
2165-7025,JOURNAL OF NOVEL PHYSIOTHERAPIES,B4
1071-3581,JOURNAL OF NUCLEAR CARDIOLOGY,A2
0022-3115,JOURNAL OF NUCLEAR MATERIALS,A1
0091-4916,JOURNAL OF NUCLEAR MEDICINE TECHNOLOGY,B2
0022-314X,JOURNAL OF NUMBER THEORY (PRINT),A3
2236-1987,JOURNAL OF NURSING AND HEALTH,B3
1925-4040,JOURNAL OF NURSING EDUCATION AND PRACTICE (PRINT),B1
0966-0429,JOURNAL OF NURSING MANAGEMENT (PRINT),A1
1061-3749,JOURNAL OF NURSING MEASUREMENT,B1
1527-6546,JOURNAL OF NURSING SCHOLARSHIP,A1
1661-6499,JOURNAL OF NUTRIGENETICS AND NUTRIGENOMICS,A4
2352-3859,JOURNAL OF NUTRITION & INTERMEDIARY METABOLISM,A4
1499-4046,JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR,A2
0955-2863,JOURNAL OF NUTRITIONAL BIOCHEMISTRY,A1
2048-6790,JOURNAL OF NUTRITIONAL SCIENCE,A2
0301-4800,JOURNAL OF NUTRITIONAL SCIENCE AND VITAMINOLOGY,B1
2090-0716,JOURNAL OF OBESITY (ONLINE),B1
2090-0708,JOURNAL OF OBESITY (PRINT),B1
0884-2175,"JOURNAL OF OBSTETRIC, GYNECOLOGIC, AND NEONATAL NURSING",A4
0144-3615,JOURNAL OF OBSTETRICS AND GYNAECOLOGY,B2
1701-2163,JOURNAL OF OBSTETRICS AND GYNAECOLOGY CANADA,B1
1341-8076,JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH,A4
1447-0756,JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH (ONLINE),B1
1076-2752,JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,A4
1341-9145,JOURNAL OF OCCUPATIONAL HEALTH (1996),A4
1573-3688,JOURNAL OF OCCUPATIONAL REHABILITATION,A1
1442-7591,JOURNAL OF OCCUPATIONAL SCIENCE,A2
2158-1576,JOURNAL OF OCCUPATIONAL SCIENCE,A2
1080-7683,JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS,A3
0282-423X,JOURNAL OF OFFICIAL STATISTICS,B1
2001-7367,JOURNAL OF OFFICIAL STATISTICS (ONLINE),B1
0921-2728,JOURNAL OF PALEOLIMNOLOGY A2
0022-3360,JOURNAL OF PALEONTOLOGY A2
0825-8597,JOURNAL OF PALLIATIVE CARE A3
1096-6218,JOURNAL OF PALLIATIVE MEDICINE A2
1096-0848,JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING A2
0971-7196,JOURNAL OF PARASITIC DISEASES B3
0975-0703,JOURNAL OF PARASITIC DISEASES (ONLINE) B3
2141-2510,JOURNAL OF PARASITOLOGY AND VECTOR BIOLOGY B4
2090-0031,JOURNAL OF PARASITOLOGY RESEARCH B1
2090-0023,JOURNAL OF PARASITOLOGY RESEARCH (PRINT) B1
2160-6862,JOURNAL OF PARK AND RECREATION ADMINISTRATION B3
1877-7171,JOURNAL OF PARKINSON'S DISEASE A3
2090-3057,JOURNAL OF PATHOGENS A2
0022-3417,JOURNAL OF PATHOLOGY A1
1549-8417,JOURNAL OF PATIENT SAFETY A1
1740-0201,JOURNAL OF PEACE EDUCATION A2
1542-3166,JOURNAL OF PEACEBUILDING & DEVELOPMENT B1
0306-6150,JOURNAL OF PEASANT STUDIES A1
1083-3188,JOURNAL OF PEDIATRIC & ADOLESCENT GYNECOLOGY A3
0334-018X,JOURNAL OF PEDIATRIC ENDOCRINOLOGY & METABOLISM B1
2191-0251,JOURNAL OF PEDIATRIC ENDOCRINOLOGY AND METABOLISM (ONLINE) B1
0277-2116,JOURNAL OF PEDIATRIC GASTROENTEROLOGY AND NUTRITION A1
1077-4114,JOURNAL OF PEDIATRIC HEMATOLOGY/ONCOLOGY (PRINT) B2
1305-7707,JOURNAL OF PEDIATRIC INFECTIOUS DISEASES B2
1817-1745,JOURNAL OF PEDIATRIC NEUROSCIENCES B2
0882-5963,JOURNAL OF PEDIATRIC NURSING A1
0191-3913,JOURNAL OF PEDIATRIC OPHTHALMOLOGY AND STRABISMUS B2
0271-6798,JOURNAL OF PEDIATRIC ORTHOPEDICS A3
1060-152X,JOURNAL OF PEDIATRIC ORTHOPEDICS. PART B B3
0146-8693,JOURNAL OF PEDIATRIC PSYCHOLOGY A1
0022-3468,JOURNAL OF PEDIATRIC SURGERY (PRINT) A2
2213-5766,JOURNAL OF PEDIATRIC SURGERY CASE REPORTS B3
1477-5131,JOURNAL OF PEDIATRIC UROLOGY (PRINT) A3
2213-5316,JOURNAL OF PEER PRODUCTION A3
1075-2617,JOURNAL OF PEPTIDE SCIENCE (PRINT) A4
0887-3828,JOURNAL OF PERFORMANCE OF CONSTRUCTED FACILITIES A3
1089-9472,JOURNAL OF PERIANESTHESIA NURSING A4
0300-5577,JOURNAL OF PERINATAL MEDICINE B1
1619-3997,JOURNAL OF PERINATAL MEDICINE B1
0743-8346,JOURNAL OF PERINATOLOGY A2
2093-2286,JOURNAL OF PERIODONTAL & IMPLANT SCIENCE A4
0022-3484,JOURNAL OF PERIODONTAL RESEARCH A2
0022-3492,JOURNAL OF PERIODONTOLOGY (1970) A1
0885-3134,JOURNAL OF PERSONAL SELLING & SALES MANAGEMENT A3
0022-3891,JOURNAL OF PERSONALITY ASSESSMENT A1
2594-8040,JOURNAL OF PERSPECTIVES IN MANAGEMENT B4
1612-4758,JOURNAL OF PEST SCIENCE (2004. PRINT) A1
2190-0558,JOURNAL OF PETROLEUM EXPLORATION AND PRODUCTION TECHNOLOGYA3
0141-6421,JOURNAL OF PETROLEUM GEOLOGY A3
0920-4105,JOURNAL OF PETROLEUM SCIENCE & ENGINEERING A1
2317-1545,JOURNAL OF SEED SCIENCE (ONLINE) B1
1383-4649,JOURNAL OF SEISMOLOGY A4
0167-5133,JOURNAL OF SEMANTICS (NIJMEGEN) A2
1674-4926,JOURNAL OF SEMICONDUCTORS B1
2224-2708,JOURNAL OF SENSOR AND ACTUATOR NETWORKS A4
1687-725X,JOURNAL OF SENSORS A4
0887-8250,JOURNAL OF SENSORY STUDIES A3
1745-459X,JOURNAL OF SENSORY STUDIES (ONLINE) A3
1615-9306,JOURNAL OF SEPARATION SCIENCE (PRINT) A3
1757-5818,JOURNAL OF SERVICE MANAGEMENT (PRINT) A1
0092-623X,JOURNAL OF SEX & MARITAL THERAPY A3
0730-8000,JOURNAL OF SHELLFISH RESEARCH B1
1058-2746,JOURNAL OF SHOULDER AND ELBOW SURGERY A2
1939-8018,"JOURNAL OF SIGNAL PROCESSING SYSTEMS FOR SIGNAL, IMAGE, AND VIDBEO1"
1747-7778,JOURNAL OF SIMULATION (PRINT) A4
1949-2006,JOURNAL OF SINGULARITIES B2
2090-2905,JOURNAL OF SKIN CANCER A3
0962-1105,JOURNAL OF SLEEP RESEARCH (PRINT) A1
0022-4510,JOURNAL OF SMALL ANIMAL PRACTICE A2
1462-6004,JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT A2
2380-1751,JOURNAL OF SMALL BUSINESS STRATEGY B1
0022-4529,JOURNAL OF SOCIAL HISTORY A1
2042-6763,JOURNAL OF SOCIAL MARKETING A2
2381-7771,JOURNAL OF SOCIAL SCIENCES AND HUMANITIES (ONLINE) B2
1360-6441,JOURNAL OF SOCIOLINGUISTICS (PRINT) A1
2333-5807,JOURNAL OF SOCIOLOGY AND SOCIAL WORK B4
2195-1721,JOURNAL OF SOFTWARE ENGINEERING RESEARCH AND DEVELOPMENT B3
2047-7473,JOURNAL OF SOFTWARE MAINTENANCE AND EVOLUTION: RESEARCH ANDA P4
2047-7481,JOURNAL OF SOFTWARE: EVOLUTION AND PROCESS (ONLINE) A4
0022-4561,JOURNAL OF SOIL AND WATER CONSERVATION A2
0718-9508,JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION A2
0718-9516,JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION (ONLINE) A2
1439-0108,JOURNAL OF SOILS AND SEDIMENTS (PRINT) A2
0199-6231,JOURNAL OF SOLAR ENERGY ENGINEERING A3
0928-0707,JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY A2
1573-4846,JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY A2
0022-4596,JOURNAL OF SOLID STATE CHEMISTRY (PRINT) A2
1432-8488,JOURNAL OF SOLID STATE ELECTROCHEMISTRY (PRINT) A2
1662-9779,JOURNAL OF SOLID STATE PHENOMENA B3
2246-8498,JOURNAL OF SOMAESTHETICS B1
0022-460X,JOURNAL OF SOUND AND VIBRATION A1
0895-9811,JOURNAL OF SOUTH AMERICAN EARTH SCIENCES A3
2115-7251,JOURNAL OF SPACE WEATHER AND SPACE CLIMATE A2
0022-4650,JOURNAL OF SPACECRAFT AND ROCKETS A4
2183-1912,JOURNAL OF SPATIAL AND ORGANIZATIONAL DYNAMICS (ONLINE) B2
1664-039X,JOURNAL OF SPECTRAL THEORY A2
2314-4920,JOURNAL OF SPECTROSCOPY B1
1092-4388,"JOURNAL OF SPEECH, LANGUAGE, AND HEARING RESEARCH (PRINT) A1"
2414-4630,JOURNAL OF SPINE SURGERY B4
1934-9637,JOURNAL OF SPIRITUALITY IN MENTAL HEALTH (PRINT) A3
1543-2904,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY (ONLINE : HUMAN KINETICSA)2
0895-2779,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY (PRINT) A2
2095-2546,JOURNAL OF SPORT AND HEALTH SCIENCE A3
1056-6716,JOURNAL OF SPORT REHABILITATION A3
1527-0025,JOURNAL OF SPORTS ECONOMICS A4
1303-2968,JOURNAL OF SPORTS SCIENCE AND MEDICINE A2
0264-0414,JOURNAL OF SPORTS SCIENCES (PRINT) A1
2241-0384,JOURNAL OF STATISTICAL AND ECONOMETRIC METHODS B4
0094-9655,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION (PRINT) A4
1742-5468,JOURNAL OF STATISTICAL MECHANICS A3
0022-4715,JOURNAL OF STATISTICAL PHYSICS B1
0378-3758,JOURNAL OF STATISTICAL PLANNING AND INFERENCE (PRINT) A4
1548-7660,JOURNAL OF STATISTICAL SOFTWARE A1
1538-7887,JOURNAL OF STATISTICAL THEORY AND APPLICATIONS B4
1559-8608,JOURNAL OF STATISTICAL THEORY AND PRACTICE B1
0972-0510,JOURNAL OF STATISTICS AND MANAGEMENT SYSTEMS B4
0960-0760,JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY A2
2468-7855,"JOURNAL OF STOMATOLOGY, ORAL AND MAXILLOFACIAL SURGERY B2"
0022-474X,JOURNAL OF STORED PRODUCTS RESEARCH A2
0309-3247,JOURNAL OF STRAIN ANALYSIS FOR ENGINEERING DESIGN A4
1755-425X,JOURNAL OF STRATEGY AND MANAGEMENT A3
1064-8011,JOURNAL OF STRENGTH AND CONDITIONING RESEARCH A1
1052-3057,JOURNAL OF STROKE AND CEREBROVASCULAR DISEASES (PRINT) A4
1095-8657,JOURNAL OF STRUCTURAL BIOLOGY A2
0022-4766,JOURNAL OF STRUCTURAL CHEMISTRY B2
0733-9445,"JOURNAL OF STRUCTURAL ENGINEERING (NEW YORK, N.Y.) A2"
2040-2317,JOURNAL OF STRUCTURAL FIRE ENGINEERING B1
0191-8141,JOURNAL OF STRUCTURAL GEOLOGY A2
2162-6952,JOURNAL OF STUDIES IN EDUCATION B1
1937-1888,JOURNAL OF STUDIES ON ALCOHOL AND DRUGS A2
0740-5472,JOURNAL OF SUBSTANCE ABUSE TREATMENT A1
1465-9891,JOURNAL OF SUBSTANCE USE B1
0920-8542,JOURNAL OF SUPERCOMPUTING A2
1557-1939,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM B1
2340-6720,JOURNAL OF SUPRANATIONAL POLICIES OF EDUCATION A3
1097-3958,JOURNAL OF SURFACTANTS AND DETERGENTS A3
2179-7889,JOURNAL OF SURGICAL AND CLINICAL RESEARCH B4
2042-8812,JOURNAL OF SURGICAL CASE REPORTS B4
1931-7204,JOURNAL OF SURGICAL EDUCATION A2
1096-9098,JOURNAL OF SURGICAL ONCOLOGY A1
0022-4790,JOURNAL OF SURGICAL ONCOLOGY (PRINT) A1
1095-8673,JOURNAL OF SURGICAL RESEARCH A2
0733-9453,JOURNAL OF SURVEYING ENGINEERING A4
1913-9071,JOURNAL OF SUSTAINABLE DEVELOPMENT A2
1913-9063,JOURNAL OF SUSTAINABLE DEVELOPMENT (IMPRESSO) A2
1054-9811,JOURNAL OF SUSTAINABLE FORESTRY A4
2199-3831,JOURNAL OF SUSTAINABLE METALLURGY B2
2199-3823,JOURNAL OF SUSTAINABLE METALLURGY (IMPRESSO) B2
0966-9582,JOURNAL OF SUSTAINABLE TOURISM (PRINT) A1
0747-7171,JOURNAL OF SYMBOLIC COMPUTATION B2
1600-5775,JOURNAL OF SYNCHROTRON RADIATION A2
1477-2019,JOURNAL OF SYSTEMATIC PALAEONTOLOGY (PRINT) A1
1674-4918,JOURNAL OF SYSTEMATICS AND EVOLUTION (PRINT) A1
1690-4524,"JOURNAL OF SYSTEMICS, CYBERNETICS AND INFORMATICS A2"
1658-3655,JOURNAL OF TAIBAH UNIVERSITY FOR SCIENCE B4
